solo3: .word 16, 16
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,
0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,
0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1,1,83,1,1,1,1,1,1,1,1,1,1,1,83,83,
83,83,83,1,1,83,83,1,1,1,83,1,1,1,83,83,
1,1,1,1,1,1,83,1,1,1,1,1,83,1,1,83,
1,1,1,83,83,1,1,83,1,1,1,1,83,83,1,1,
83,83,83,83,83,1,1,83,1,83,83,1,83,1,1,1,
1,83,83,1,1,1,1,83,83,83,83,1,83,1,83,83,
83,1,83,1,83,83,83,1,83,83,83,83,83,1,83,83,
83,83,83,83,1,83,83,83,83,83,83,83,1,83,83,83,
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,


