arvore_fundo14: .word 16, 16
.byte 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,
1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,
1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,
1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,
1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,
1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,
1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,
1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,
1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,


