arvore_media23: .word 16, 16
.byte 2,1,3,74,4,4,3,3,3,3,3,10,1,2,2,1,
2,2,20,74,4,4,3,3,74,3,10,10,74,2,1,1,
74,19,29,4,74,4,3,3,74,3,10,1,2,74,2,1,
1,19,29,4,74,73,3,74,20,10,2,1,2,74,2,74,
1,19,29,4,4,4,83,74,20,19,2,2,2,74,74,1,
1,19,20,29,29,29,20,3,92,83,83,2,2,1,74,1,
2,19,19,29,29,29,29,21,29,20,19,83,19,1,74,73,
73,2,28,92,29,29,29,92,21,83,19,83,19,83,1,73,
74,11,37,37,29,30,92,37,21,91,28,91,19,92,1,2,
74,2,92,20,38,37,37,13,29,29,83,19,92,29,91,11,
83,20,19,92,20,21,46,38,29,29,19,92,92,29,38,91,
19,92,29,91,92,21,37,82,29,92,37,28,92,92,29,10,
28,92,20,31,31,73,92,38,92,29,83,31,31,10,92,37,
36,91,37,29,31,92,83,37,37,91,37,29,31,92,83,36,
82,92,45,183,183,74,82,83,83,91,45,183,183,10,82,83,
12,4,83,38,183,91,82,91,82,73,83,38,183,28,82,20,


