boss_fight_tilemap: .word 15, 20
.byte 27,0,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
27,0,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
27,0,0,0,0,0,29,30,29,30,29,30,29,30,29,30,27,27,27,27,
27,0,0,0,0,0,31,32,31,32,31,32,31,32,31,32,0,27,27,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,


